Timestamp,Quantity_MW
2025010100,191.0
2025010100,191.0
2025010100,191.0
2025010100,191.0
2025010101,60.0
2025010101,60.0
2025010101,60.0
2025010101,60.0
2025010102,60.0
2025010102,60.0
2025010102,60.0
2025010102,60.0
2025010103,60.0
2025010103,60.0
2025010103,60.0
2025010103,60.0
2025010104,69.0
2025010104,69.0
2025010104,69.0
2025010104,69.0
2025010105,322.0
2025010105,322.0
2025010105,322.0
2025010105,322.0
2025010106,321.0
2025010106,321.0
2025010106,321.0
2025010106,321.0
2025010107,322.0
2025010107,322.0
2025010107,322.0
2025010107,322.0
2025010108,321.0
2025010108,321.0
2025010108,321.0
2025010108,321.0
2025010109,313.0
2025010109,313.0
2025010109,313.0
2025010109,313.0
2025010110,283.0
2025010110,283.0
2025010110,283.0
2025010110,283.0
2025010111,309.0
2025010111,309.0
2025010111,309.0
2025010111,309.0
2025010112,321.0
2025010112,321.0
2025010112,321.0
2025010112,321.0
2025010113,321.0
2025010113,321.0
2025010113,321.0
2025010113,321.0
2025010114,322.0
2025010114,322.0
2025010114,322.0
2025010114,322.0
2025010115,322.0
2025010115,322.0
2025010115,322.0
2025010115,322.0
2025010116,318.0
2025010116,318.0
2025010116,318.0
2025010116,318.0
2025010117,321.0
2025010117,321.0
2025010117,321.0
2025010117,321.0
2025010118,322.0
2025010118,322.0
2025010118,322.0
2025010118,322.0
2025010119,322.0
2025010119,322.0
2025010119,322.0
2025010119,322.0
2025010120,322.0
2025010120,322.0
2025010120,322.0
2025010120,322.0
2025010121,322.0
2025010121,322.0
2025010121,322.0
2025010121,322.0
2025010122,320.0
2025010122,320.0
2025010122,320.0
2025010122,320.0
2025010123,322.0
2025010123,322.0
2025010123,322.0
2025010123,322.0
2025010200,322.0
2025010200,322.0
2025010200,322.0
2025010200,322.0
2025010201,322.0
2025010201,322.0
2025010201,322.0
2025010201,322.0
2025010202,321.0
2025010202,321.0
2025010202,321.0
2025010202,321.0
2025010203,270.0
2025010203,270.0
2025010203,270.0
2025010203,270.0
2025010204,277.0
2025010204,277.0
2025010204,277.0
2025010204,277.0
2025010205,288.0
2025010205,288.0
2025010205,288.0
2025010205,288.0
2025010206,272.0
2025010206,272.0
2025010206,272.0
2025010206,272.0
2025010207,218.0
2025010207,218.0
2025010207,218.0
2025010207,218.0
2025010208,193.0
2025010208,193.0
2025010208,193.0
2025010208,193.0
2025010209,164.0
2025010209,164.0
2025010209,164.0
2025010209,164.0
2025010210,161.0
2025010210,161.0
2025010210,161.0
2025010210,161.0
2025010211,156.0
2025010211,156.0
2025010211,156.0
2025010211,156.0
2025010212,233.0
2025010212,233.0
2025010212,233.0
2025010212,233.0
2025010213,313.0
2025010213,313.0
2025010213,313.0
2025010213,313.0
2025010214,301.0
2025010214,301.0
2025010214,301.0
2025010214,301.0
2025010215,242.0
2025010215,242.0
2025010215,242.0
2025010215,242.0
2025010216,273.0
2025010216,273.0
2025010216,273.0
2025010216,273.0
2025010217,302.0
2025010217,302.0
2025010217,302.0
2025010217,302.0
2025010218,300.0
2025010218,300.0
2025010218,300.0
2025010218,300.0
2025010219,267.0
2025010219,267.0
2025010219,267.0
2025010219,267.0
2025010220,295.0
2025010220,295.0
2025010220,295.0
2025010220,295.0
2025010221,211.0
2025010221,211.0
2025010221,211.0
2025010221,211.0
2025010222,167.0
2025010222,167.0
2025010222,167.0
2025010222,167.0
2025010223,250.0
2025010223,250.0
2025010223,250.0
2025010223,250.0
2025010300,245.0
2025010300,245.0
2025010300,245.0
2025010300,245.0
2025010301,292.0
2025010301,292.0
2025010301,292.0
2025010301,292.0
2025010302,305.0
2025010302,305.0
2025010302,305.0
2025010302,305.0
2025010303,305.0
2025010303,305.0
2025010303,305.0
2025010303,305.0
2025010304,294.0
2025010304,294.0
2025010304,294.0
2025010304,294.0
2025010305,304.0
2025010305,304.0
2025010305,304.0
2025010305,304.0
2025010306,305.0
2025010306,305.0
2025010306,305.0
2025010306,305.0
2025010307,302.0
2025010307,302.0
2025010307,302.0
2025010307,302.0
2025010308,298.0
2025010308,298.0
2025010308,298.0
2025010308,298.0
2025010309,297.0
2025010309,297.0
2025010309,297.0
2025010309,297.0
2025010310,297.0
2025010310,297.0
2025010310,297.0
2025010310,297.0
2025010311,294.0
2025010311,294.0
2025010311,294.0
2025010311,294.0
2025010312,297.0
2025010312,297.0
2025010312,297.0
2025010312,297.0
2025010313,297.0
2025010313,297.0
2025010313,297.0
2025010313,297.0
2025010314,296.0
2025010314,296.0
2025010314,296.0
2025010314,296.0
2025010315,260.0
2025010315,260.0
2025010315,260.0
2025010315,260.0
2025010316,285.0
2025010316,285.0
2025010316,285.0
2025010316,285.0
2025010317,297.0
2025010317,297.0
2025010317,297.0
2025010317,297.0
2025010318,297.0
2025010318,297.0
2025010318,297.0
2025010318,297.0
2025010319,278.0
2025010319,278.0
2025010319,278.0
2025010319,278.0
2025010320,275.0
2025010320,275.0
2025010320,275.0
2025010320,275.0
2025010321,248.0
2025010321,248.0
2025010321,248.0
2025010321,248.0
2025010322,131.0
2025010322,131.0
2025010322,131.0
2025010322,131.0
2025010323,65.0
2025010323,65.0
2025010323,65.0
2025010323,65.0
2025010400,94.0
2025010400,94.0
2025010400,94.0
2025010400,94.0
2025010401,90.0
2025010401,90.0
2025010401,90.0
2025010401,90.0
2025010402,99.0
2025010402,99.0
2025010402,99.0
2025010402,99.0
2025010403,58.0
2025010403,58.0
2025010403,58.0
2025010403,58.0
2025010404,32.0
2025010404,32.0
2025010404,32.0
2025010404,32.0
2025010405,63.0
2025010405,63.0
2025010405,63.0
2025010405,63.0
2025010406,62.0
2025010406,62.0
2025010406,62.0
2025010406,62.0
2025010407,68.0
2025010407,68.0
2025010407,68.0
2025010407,68.0
2025010408,92.0
2025010408,92.0
2025010408,92.0
2025010408,92.0
2025010409,31.0
2025010409,31.0
2025010409,31.0
2025010409,31.0
2025010410,170.0
2025010410,170.0
2025010410,170.0
2025010410,170.0
2025010411,66.0
2025010411,66.0
2025010411,66.0
2025010411,66.0
2025010412,139.0
2025010412,139.0
2025010412,139.0
2025010412,139.0
2025010413,176.0
2025010413,176.0
2025010413,176.0
2025010413,176.0
2025010414,110.0
2025010414,110.0
2025010414,110.0
2025010414,110.0
2025010415,109.0
2025010415,109.0
2025010415,109.0
2025010415,109.0
2025010416,88.0
2025010416,88.0
2025010416,88.0
2025010416,88.0
2025010417,45.0
2025010417,45.0
2025010417,45.0
2025010417,45.0
2025010418,25.0
2025010418,25.0
2025010418,25.0
2025010418,25.0
2025010419,4.0
2025010419,4.0
2025010419,4.0
2025010419,4.0
2025010420,5.0
2025010420,5.0
2025010420,5.0
2025010420,5.0
2025010421,9.0
2025010421,9.0
2025010421,9.0
2025010421,9.0
2025010422,13.0
2025010422,13.0
2025010422,13.0
2025010422,13.0
2025010423,13.0
2025010423,13.0
2025010423,13.0
2025010423,13.0
2025010500,25.0
2025010500,25.0
2025010500,25.0
2025010500,25.0
2025010501,48.0
2025010501,48.0
2025010501,48.0
2025010501,48.0
2025010502,37.0
2025010502,37.0
