,Amagervaerket 4,Anholt,Avedoerevaerket 1,Avedoerevaerket 2,DK_KF_AB_GU,Esbjergvaerket 3,Fynsvaerket 7,Horns Rev A,Horns Rev B,Horns Rev C,Kyndbyvaerket 21,Kyndbyvaerket 22,Nordjyllandsvaerket 3,Roedsand 1,Roedsand 2,Silkeborgvaerket,Skaerbaekvaerket 3,Solar Park Gedmosen,Solar Park Holsted,Solar Park Kassoe,Studstrupvaerket 3,Studstrupvaerket 4,Vesterhav Nord,Vesterhav Syd
,Biomass,Wind Offshore,Biomass,Biomass,Wind Offshore,Fossil Hard coal,Fossil Hard coal,Wind Offshore,Wind Offshore,Wind Offshore,Fossil Oil,Fossil Oil,Fossil Hard coal,Wind Offshore,Wind Offshore,Fossil Gas,Biomass,Solar,Solar,Solar,Biomass,Fossil Hard coal,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
,45W000000000113T,45W000000000046I,45W000000000029I,45W000000000030X,45W000000000126K,45W000000000040U,45W000000000035N,45W000000000047G,45W000000000048E,45W000000000116N,45W000000000026O,45W000000000027M,45W000000000038H,45W000000000044M,45W000000000045K,45W000000000099Y,45W000000000031V,45W000000000210V,45W000000000214N,45W000000000209G,45W000000000036L,45W000000000037J,45W000000000208I,45W000000000207K
2025-01-01 00:00:00+01:00,20.0,401.0,133.0,3.0,576.0,1.0,0.0,147.0,179.0,319.0,1.0,0.0,3.0,150.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 01:00:00+01:00,18.0,401.0,139.0,3.0,338.0,1.0,0.0,142.0,183.0,191.0,1.0,0.0,3.0,3.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 02:00:00+01:00,18.0,401.0,153.0,3.0,9.0,1.0,0.0,0.0,174.0,60.0,1.0,0.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 03:00:00+01:00,19.0,401.0,145.0,3.0,8.0,1.0,0.0,8.0,150.0,60.0,1.0,0.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 04:00:00+01:00,19.0,401.0,151.0,3.0,198.0,1.0,0.0,145.0,159.0,60.0,1.0,0.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 05:00:00+01:00,19.0,401.0,124.0,3.0,198.0,1.0,0.0,139.0,143.0,69.0,1.0,0.0,3.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 06:00:00+01:00,19.0,401.0,123.0,3.0,207.0,1.0,0.0,141.0,101.0,322.0,1.0,0.0,3.0,0.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 07:00:00+01:00,19.0,401.0,140.0,3.0,357.0,1.0,0.0,141.0,143.0,321.0,1.0,0.0,3.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,176.0,159.0
2025-01-01 08:00:00+01:00,19.0,401.0,173.0,3.0,588.0,1.0,0.0,145.0,142.0,322.0,1.0,0.0,3.0,102.0,168.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,176.0,159.0
2025-01-01 09:00:00+01:00,19.0,401.0,157.0,3.0,588.0,1.0,0.0,141.0,149.0,321.0,1.0,0.0,3.0,114.0,168.0,0.0,0.0,0.0,0.0,0.0,115.0,1.0,176.0,159.0
2025-01-01 10:00:00+01:00,19.0,384.0,155.0,3.0,588.0,1.0,0.0,110.0,116.0,313.0,1.0,0.0,3.0,116.0,168.0,0.0,0.0,4.0,0.0,0.0,154.0,1.0,176.0,149.0
2025-01-01 11:00:00+01:00,19.0,273.0,163.0,3.0,588.0,1.0,0.0,40.0,154.0,283.0,1.0,0.0,3.0,134.0,168.0,0.0,0.0,5.0,0.0,0.0,165.0,1.0,174.0,123.0
2025-01-01 12:00:00+01:00,19.0,149.0,176.0,3.0,588.0,1.0,0.0,37.0,161.0,309.0,1.0,0.0,3.0,141.0,168.0,0.0,0.0,4.0,0.0,0.0,164.0,1.0,173.0,150.0
2025-01-01 13:00:00+01:00,18.0,296.0,177.0,3.0,587.0,1.0,0.0,145.0,167.0,321.0,1.0,0.0,3.0,141.0,168.0,0.0,0.0,4.0,0.0,0.0,165.0,1.0,172.0,159.0
2025-01-01 14:00:00+01:00,16.0,212.0,165.0,3.0,587.0,1.0,0.0,145.0,173.0,321.0,1.0,0.0,3.0,141.0,168.0,0.0,0.0,4.0,0.0,0.0,169.0,1.0,176.0,159.0
2025-01-01 15:00:00+01:00,22.0,362.0,150.0,3.0,586.0,1.0,0.0,143.0,172.0,322.0,1.0,0.0,3.0,140.0,168.0,0.0,0.0,2.0,0.0,0.0,153.0,1.0,176.0,159.0
2025-01-01 16:00:00+01:00,113.0,362.0,208.0,3.0,585.0,1.0,0.0,144.0,180.0,322.0,1.0,0.0,3.0,139.0,168.0,0.0,0.0,0.0,0.0,0.0,171.0,1.0,176.0,159.0
2025-01-01 17:00:00+01:00,153.0,397.0,169.0,4.0,586.0,1.0,0.0,144.0,170.0,318.0,1.0,0.0,3.0,125.0,168.0,0.0,0.0,0.0,0.0,0.0,165.0,1.0,176.0,159.0
2025-01-01 18:00:00+01:00,114.0,401.0,174.0,3.0,588.0,1.0,0.0,129.0,166.0,321.0,1.0,0.0,3.0,131.0,168.0,0.0,0.0,0.0,0.0,0.0,164.0,1.0,175.0,159.0
2025-01-01 19:00:00+01:00,22.0,389.0,208.0,4.0,588.0,1.0,0.0,135.0,183.0,322.0,1.0,0.0,3.0,139.0,168.0,0.0,1.0,0.0,0.0,0.0,171.0,1.0,94.0,159.0
2025-01-01 20:00:00+01:00,15.0,348.0,177.0,5.0,577.0,1.0,0.0,144.0,185.0,322.0,1.0,0.0,3.0,144.0,167.0,0.0,5.0,0.0,0.0,0.0,172.0,1.0,37.0,159.0
2025-01-01 21:00:00+01:00,15.0,333.0,169.0,5.0,588.0,1.0,0.0,144.0,185.0,322.0,1.0,0.0,3.0,136.0,168.0,0.0,3.0,0.0,0.0,0.0,173.0,0.0,27.0,159.0
2025-01-01 22:00:00+01:00,14.0,349.0,172.0,6.0,581.0,1.0,0.0,145.0,175.0,322.0,1.0,0.0,3.0,133.0,168.0,0.0,3.0,0.0,0.0,0.0,165.0,0.0,22.0,159.0
2025-01-01 23:00:00+01:00,13.0,400.0,137.0,20.0,567.0,1.0,0.0,145.0,181.0,320.0,1.0,0.0,3.0,129.0,168.0,0.0,4.0,0.0,0.0,0.0,169.0,0.0,93.0,159.0
2025-01-02 00:00:00+01:00,13.0,398.0,135.0,47.0,302.0,1.0,0.0,141.0,145.0,322.0,1.0,0.0,3.0,149.0,167.0,0.0,5.0,0.0,0.0,0.0,125.0,0.0,140.0,159.0
2025-01-02 01:00:00+01:00,14.0,395.0,172.0,72.0,302.0,1.0,0.0,6.0,125.0,322.0,1.0,0.0,3.0,142.0,161.0,0.0,6.0,0.0,0.0,0.0,117.0,0.0,173.0,159.0
2025-01-02 02:00:00+01:00,15.0,385.0,173.0,97.0,312.0,1.0,0.0,145.0,147.0,322.0,1.0,0.0,3.0,145.0,165.0,0.0,6.0,0.0,0.0,0.0,133.0,0.0,169.0,159.0
2025-01-02 03:00:00+01:00,15.0,387.0,169.0,77.0,544.0,1.0,0.0,144.0,157.0,321.0,1.0,0.0,3.0,151.0,168.0,0.0,6.0,0.0,0.0,0.0,116.0,0.0,167.0,158.0
2025-01-02 04:00:00+01:00,88.0,334.0,203.0,78.0,409.0,1.0,0.0,139.0,176.0,270.0,1.0,0.0,3.0,149.0,167.0,0.0,6.0,0.0,0.0,0.0,132.0,0.0,141.0,153.0
2025-01-02 05:00:00+01:00,152.0,388.0,208.0,128.0,531.0,1.0,0.0,98.0,135.0,277.0,1.0,0.0,3.0,148.0,167.0,0.0,9.0,0.0,0.0,0.0,218.0,0.0,141.0,159.0
2025-01-02 06:00:00+01:00,153.0,399.0,209.0,194.0,578.0,1.0,0.0,128.0,154.0,288.0,1.0,0.0,3.0,152.0,168.0,0.0,19.0,0.0,0.0,0.0,249.0,0.0,94.0,159.0
2025-01-02 07:00:00+01:00,153.0,397.0,208.0,256.0,578.0,1.0,0.0,115.0,156.0,272.0,1.0,0.0,3.0,140.0,167.0,85.0,25.0,0.0,0.0,0.0,265.0,0.0,105.0,137.0
2025-01-02 08:00:00+01:00,153.0,367.0,206.0,260.0,579.0,1.0,0.0,66.0,94.0,218.0,1.0,0.0,3.0,104.0,165.0,95.0,49.0,0.0,0.0,0.0,263.0,0.0,106.0,100.0
2025-01-02 09:00:00+01:00,153.0,319.0,207.0,263.0,579.0,1.0,0.0,48.0,81.0,193.0,1.0,0.0,3.0,68.0,133.0,95.0,52.0,7.0,0.0,9.0,275.0,0.0,107.0,77.0
2025-01-02 10:00:00+01:00,153.0,289.0,207.0,261.0,574.0,1.0,0.0,42.0,80.0,164.0,1.0,0.0,3.0,65.0,70.0,95.0,54.0,23.0,0.0,32.0,266.0,0.0,117.0,73.0
2025-01-02 11:00:00+01:00,153.0,288.0,213.0,276.0,570.0,1.0,0.0,68.0,131.0,161.0,1.0,0.0,3.0,59.0,57.0,96.0,53.0,37.0,0.0,57.0,265.0,0.0,121.0,84.0
2025-01-02 12:00:00+01:00,153.0,312.0,207.0,287.0,545.0,1.0,0.0,71.0,116.0,156.0,1.0,0.0,3.0,42.0,56.0,97.0,53.0,31.0,0.0,67.0,264.0,0.0,156.0,108.0
2025-01-02 13:00:00+01:00,152.0,337.0,209.0,308.0,406.0,1.0,0.0,87.0,130.0,233.0,1.0,0.0,3.0,34.0,52.0,96.0,53.0,19.0,0.0,40.0,265.0,0.0,173.0,127.0
2025-01-02 14:00:00+01:00,153.0,400.0,211.0,346.0,336.0,1.0,0.0,125.0,185.0,313.0,1.0,0.0,3.0,43.0,64.0,96.0,55.0,10.0,0.0,25.0,272.0,0.0,171.0,156.0
2025-01-02 15:00:00+01:00,153.0,401.0,207.0,355.0,334.0,1.0,0.0,144.0,171.0,301.0,1.0,0.0,3.0,32.0,54.0,95.0,56.0,4.0,0.0,4.0,274.0,0.0,176.0,159.0
2025-01-02 16:00:00+01:00,153.0,401.0,209.0,350.0,345.0,1.0,0.0,106.0,158.0,242.0,1.0,0.0,3.0,35.0,72.0,96.0,56.0,0.0,0.0,0.0,273.0,0.0,176.0,156.0
2025-01-02 17:00:00+01:00,153.0,401.0,207.0,330.0,349.0,1.0,9.0,111.0,178.0,273.0,1.0,0.0,3.0,44.0,83.0,96.0,58.0,0.0,0.0,0.0,276.0,0.0,173.0,155.0
2025-01-02 18:00:00+01:00,153.0,401.0,209.0,333.0,470.0,1.0,0.0,121.0,177.0,302.0,1.0,0.0,3.0,90.0,133.0,96.0,58.0,0.0,0.0,0.0,275.0,1.0,175.0,158.0
2025-01-02 19:00:00+01:00,154.0,401.0,207.0,332.0,514.0,1.0,5.0,144.0,183.0,300.0,1.0,0.0,3.0,107.0,152.0,96.0,58.0,0.0,0.0,0.0,276.0,1.0,173.0,146.0
2025-01-02 20:00:00+01:00,153.0,401.0,210.0,265.0,572.0,1.0,71.0,109.0,139.0,267.0,1.0,0.0,3.0,106.0,137.0,96.0,58.0,0.0,0.0,0.0,277.0,1.0,156.0,131.0
2025-01-02 21:00:00+01:00,153.0,401.0,207.0,262.0,581.0,1.0,93.0,92.0,136.0,295.0,1.0,0.0,3.0,78.0,128.0,18.0,58.0,0.0,0.0,0.0,277.0,1.0,153.0,120.0
2025-01-02 22:00:00+01:00,153.0,400.0,209.0,261.0,576.0,1.0,122.0,89.0,121.0,211.0,1.0,0.0,3.0,90.0,130.0,0.0,39.0,0.0,0.0,0.0,275.0,1.0,133.0,127.0
2025-01-02 23:00:00+01:00,152.0,390.0,209.0,263.0,579.0,1.0,119.0,44.0,150.0,167.0,1.0,0.0,3.0,103.0,122.0,0.0,6.0,0.0,0.0,0.0,274.0,1.0,102.0,91.0
2025-01-03 00:00:00+01:00,141.0,364.0,206.0,263.0,568.0,1.0,91.0,92.0,170.0,250.0,1.0,0.0,3.0,76.0,106.0,0.0,6.0,0.0,0.0,0.0,272.0,1.0,94.0,152.0
2025-01-03 01:00:00+01:00,94.0,398.0,211.0,263.0,555.0,1.0,62.0,125.0,141.0,245.0,1.0,0.0,3.0,81.0,116.0,0.0,6.0,0.0,0.0,0.0,274.0,1.0,144.0,133.0
2025-01-03 02:00:00+01:00,54.0,398.0,209.0,261.0,542.0,1.0,62.0,115.0,131.0,292.0,1.0,0.0,3.0,91.0,136.0,0.0,6.0,0.0,0.0,0.0,276.0,1.0,176.0,159.0
2025-01-03 03:00:00+01:00,16.0,401.0,211.0,252.0,541.0,1.0,62.0,148.0,133.0,305.0,1.0,0.0,3.0,114.0,153.0,0.0,6.0,0.0,0.0,0.0,274.0,1.0,176.0,159.0
2025-01-03 04:00:00+01:00,16.0,401.0,207.0,250.0,550.0,1.0,62.0,149.0,168.0,305.0,1.0,0.0,3.0,132.0,167.0,0.0,6.0,0.0,0.0,0.0,276.0,1.0,168.0,159.0
2025-01-03 05:00:00+01:00,16.0,395.0,208.0,250.0,582.0,1.0,62.0,144.0,177.0,294.0,1.0,0.0,3.0,141.0,168.0,0.0,6.0,0.0,0.0,0.0,275.0,1.0,173.0,159.0
2025-01-03 06:00:00+01:00,22.0,396.0,209.0,253.0,587.0,1.0,60.0,145.0,150.0,304.0,1.0,0.0,3.0,150.0,168.0,0.0,6.0,0.0,0.0,0.0,274.0,1.0,175.0,159.0
2025-01-03 07:00:00+01:00,68.0,400.0,207.0,253.0,587.0,1.0,56.0,149.0,175.0,305.0,1.0,0.0,3.0,150.0,168.0,0.0,7.0,0.0,0.0,0.0,272.0,1.0,174.0,159.0
2025-01-03 08:00:00+01:00,34.0,394.0,210.0,253.0,584.0,1.0,59.0,148.0,183.0,302.0,1.0,0.0,3.0,149.0,168.0,0.0,6.0,0.0,0.0,0.0,270.0,1.0,172.0,159.0
2025-01-03 09:00:00+01:00,17.0,398.0,209.0,251.0,587.0,1.0,50.0,147.0,185.0,298.0,1.0,0.0,3.0,140.0,164.0,0.0,6.0,4.0,0.0,1.0,270.0,1.0,176.0,159.0
2025-01-03 10:00:00+01:00,17.0,398.0,211.0,250.0,575.0,1.0,0.0,140.0,179.0,297.0,1.0,0.0,3.0,114.0,166.0,0.0,6.0,7.0,0.0,6.0,271.0,1.0,176.0,159.0
2025-01-03 11:00:00+01:00,17.0,401.0,208.0,246.0,587.0,1.0,0.0,147.0,185.0,297.0,1.0,0.0,3.0,132.0,167.0,0.0,6.0,17.0,0.0,12.0,270.0,1.0,176.0,159.0
2025-01-03 12:00:00+01:00,17.0,391.0,209.0,245.0,587.0,1.0,0.0,147.0,185.0,294.0,1.0,0.0,3.0,145.0,166.0,0.0,6.0,22.0,0.0,30.0,270.0,1.0,176.0,159.0
2025-01-03 13:00:00+01:00,17.0,387.0,209.0,247.0,586.0,1.0,0.0,147.0,180.0,297.0,1.0,0.0,3.0,148.0,167.0,0.0,6.0,30.0,0.0,43.0,269.0,1.0,176.0,159.0
2025-01-03 14:00:00+01:00,17.0,387.0,209.0,250.0,586.0,1.0,59.0,147.0,160.0,297.0,1.0,0.0,3.0,140.0,167.0,0.0,6.0,13.0,0.0,24.0,265.0,1.0,176.0,159.0
2025-01-03 15:00:00+01:00,48.0,385.0,207.0,254.0,587.0,1.0,82.0,149.0,153.0,296.0,1.0,0.0,3.0,129.0,167.0,1.0,6.0,4.0,0.0,3.0,264.0,1.0,175.0,159.0
2025-01-03 16:00:00+01:00,105.0,384.0,208.0,254.0,587.0,1.0,80.0,131.0,169.0,260.0,1.0,0.0,3.0,126.0,167.0,42.0,6.0,0.0,0.0,0.0,264.0,1.0,176.0,157.0
2025-01-03 17:00:00+01:00,105.0,389.0,208.0,256.0,587.0,1.0,114.0,122.0,180.0,285.0,1.0,0.0,3.0,149.0,168.0,49.0,6.0,0.0,0.0,0.0,270.0,1.0,176.0,156.0
2025-01-03 18:00:00+01:00,104.0,398.0,207.0,253.0,583.0,1.0,185.0,146.0,185.0,297.0,1.0,0.0,3.0,150.0,168.0,49.0,6.0,0.0,0.0,0.0,270.0,1.0,176.0,159.0
2025-01-03 19:00:00+01:00,92.0,401.0,206.0,252.0,587.0,1.0,204.0,147.0,185.0,297.0,1.0,0.0,3.0,150.0,166.0,49.0,7.0,0.0,0.0,0.0,270.0,1.0,176.0,159.0
2025-01-03 20:00:00+01:00,37.0,399.0,206.0,256.0,585.0,1.0,117.0,145.0,185.0,278.0,1.0,0.0,3.0,149.0,167.0,49.0,7.0,0.0,0.0,0.0,267.0,1.0,175.0,159.0
2025-01-03 21:00:00+01:00,36.0,388.0,208.0,250.0,587.0,1.0,65.0,99.0,172.0,275.0,1.0,0.0,3.0,138.0,166.0,49.0,6.0,0.0,0.0,0.0,249.0,1.0,176.0,158.0
2025-01-03 22:00:00+01:00,35.0,334.0,206.0,255.0,586.0,1.0,30.0,101.0,138.0,248.0,1.0,0.0,3.0,139.0,167.0,33.0,6.0,0.0,0.0,0.0,266.0,0.0,173.0,159.0
2025-01-03 23:00:00+01:00,35.0,186.0,208.0,256.0,587.0,1.0,52.0,91.0,92.0,131.0,1.0,0.0,3.0,90.0,150.0,48.0,6.0,0.0,0.0,0.0,260.0,0.0,159.0,148.0
2025-01-04 00:00:00+01:00,36.0,103.0,206.0,261.0,587.0,1.0,0.0,23.0,93.0,65.0,1.0,0.0,3.0,78.0,128.0,48.0,6.0,0.0,0.0,0.0,266.0,0.0,144.0,107.0
2025-01-04 01:00:00+01:00,56.0,32.0,210.0,282.0,581.0,1.0,0.0,5.0,48.0,94.0,1.0,0.0,3.0,69.0,98.0,48.0,6.0,0.0,0.0,0.0,268.0,0.0,95.0,87.0
2025-01-04 02:00:00+01:00,96.0,27.0,208.0,284.0,472.0,1.0,13.0,13.0,47.0,90.0,1.0,0.0,3.0,45.0,60.0,49.0,6.0,0.0,0.0,0.0,270.0,0.0,58.0,67.0
2025-01-04 03:00:00+01:00,139.0,27.0,209.0,286.0,239.0,1.0,96.0,43.0,65.0,99.0,1.0,0.0,3.0,25.0,49.0,49.0,6.0,0.0,0.0,0.0,269.0,1.0,36.0,67.0
2025-01-04 04:00:00+01:00,153.0,93.0,206.0,288.0,91.0,1.0,115.0,10.0,24.0,58.0,1.0,0.0,3.0,15.0,28.0,49.0,6.0,0.0,0.0,0.0,269.0,1.0,63.0,84.0
2025-01-04 05:00:00+01:00,153.0,145.0,209.0,284.0,25.0,1.0,128.0,3.0,11.0,32.0,1.0,0.0,3.0,5.0,6.0,49.0,6.0,0.0,0.0,0.0,270.0,1.0,70.0,77.0
2025-01-04 06:00:00+01:00,154.0,261.0,208.0,283.0,8.0,1.0,128.0,21.0,21.0,63.0,1.0,0.0,3.0,0.0,4.0,49.0,6.0,0.0,0.0,0.0,269.0,1.0,56.0,81.0
2025-01-04 07:00:00+01:00,153.0,351.0,209.0,279.0,34.0,1.0,171.0,17.0,33.0,62.0,1.0,0.0,3.0,16.0,61.0,49.0,7.0,0.0,0.0,0.0,265.0,0.0,47.0,46.0
2025-01-04 08:00:00+01:00,153.0,329.0,206.0,279.0,132.0,1.0,224.0,46.0,34.0,68.0,1.0,0.0,3.0,31.0,51.0,48.0,6.0,0.0,0.0,0.0,269.0,0.0,33.0,85.0
2025-01-04 09:00:00+01:00,154.0,286.0,208.0,283.0,273.0,1.0,222.0,45.0,44.0,92.0,1.0,0.0,3.0,39.0,66.0,48.0,7.0,2.0,0.0,2.0,269.0,0.0,103.0,54.0
2025-01-04 10:00:00+01:00,153.0,276.0,206.0,284.0,382.0,1.0,223.0,17.0,19.0,31.0,1.0,0.0,3.0,70.0,64.0,48.0,6.0,4.0,0.0,8.0,270.0,0.0,93.0,93.0
2025-01-04 11:00:00+01:00,154.0,263.0,206.0,284.0,395.0,1.0,210.0,17.0,55.0,170.0,1.0,0.0,3.0,80.0,70.0,48.0,6.0,4.0,0.0,37.0,267.0,0.0,112.0,56.0
2025-01-04 12:00:00+01:00,154.0,263.0,210.0,284.0,512.0,1.0,215.0,4.0,52.0,66.0,1.0,0.0,3.0,82.0,57.0,48.0,6.0,4.0,0.0,28.0,269.0,0.0,65.0,60.0
2025-01-04 13:00:00+01:00,153.0,309.0,207.0,284.0,512.0,1.0,220.0,40.0,87.0,139.0,1.0,0.0,3.0,88.0,85.0,48.0,6.0,5.0,0.0,37.0,264.0,0.0,67.0,36.0
2025-01-04 14:00:00+01:00,153.0,280.0,209.0,284.0,485.0,1.0,220.0,55.0,85.0,176.0,1.0,0.0,3.0,89.0,88.0,48.0,6.0,3.0,0.0,16.0,270.0,0.0,68.0,97.0
2025-01-04 15:00:00+01:00,154.0,337.0,206.0,286.0,556.0,1.0,220.0,74.0,70.0,110.0,1.0,0.0,3.0,96.0,130.0,48.0,6.0,0.0,0.0,6.0,270.0,0.0,66.0,50.0
2025-01-04 16:00:00+01:00,153.0,292.0,208.0,285.0,546.0,1.0,220.0,46.0,63.0,109.0,1.0,0.0,3.0,113.0,132.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,66.0,53.0
2025-01-04 17:00:00+01:00,154.0,269.0,206.0,282.0,541.0,1.0,220.0,21.0,45.0,88.0,1.0,0.0,3.0,98.0,142.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,47.0,36.0
2025-01-04 18:00:00+01:00,153.0,275.0,207.0,278.0,531.0,1.0,220.0,11.0,24.0,45.0,1.0,0.0,3.0,97.0,123.0,48.0,6.0,0.0,0.0,0.0,271.0,0.0,33.0,27.0
2025-01-04 19:00:00+01:00,153.0,267.0,207.0,280.0,502.0,1.0,207.0,2.0,15.0,25.0,1.0,0.0,3.0,79.0,114.0,48.0,6.0,0.0,0.0,0.0,269.0,0.0,30.0,16.0
2025-01-04 20:00:00+01:00,153.0,265.0,208.0,283.0,456.0,1.0,221.0,1.0,2.0,4.0,1.0,0.0,3.0,58.0,94.0,48.0,6.0,0.0,0.0,0.0,271.0,0.0,33.0,12.0
2025-01-04 21:00:00+01:00,153.0,283.0,208.0,288.0,489.0,1.0,206.0,0.0,2.0,5.0,1.0,0.0,3.0,74.0,110.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,36.0,4.0
2025-01-04 22:00:00+01:00,152.0,261.0,207.0,287.0,399.0,1.0,200.0,1.0,2.0,9.0,1.0,0.0,3.0,88.0,113.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,24.0,7.0
2025-01-04 23:00:00+01:00,152.0,248.0,209.0,284.0,379.0,1.0,201.0,1.0,2.0,13.0,1.0,0.0,3.0,64.0,78.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,41.0,14.0
2025-01-05 00:00:00+01:00,152.0,215.0,208.0,285.0,315.0,1.0,201.0,2.0,11.0,13.0,1.0,0.0,3.0,47.0,74.0,48.0,6.0,0.0,0.0,0.0,258.0,0.0,54.0,21.0
2025-01-05 01:00:00+01:00,152.0,173.0,207.0,285.0,202.0,1.0,200.0,1.0,11.0,25.0,1.0,0.0,3.0,24.0,37.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,57.0,24.0
2025-01-05 02:00:00+01:00,152.0,93.0,206.0,285.0,171.0,1.0,200.0,9.0,15.0,48.0,1.0,0.0,3.0,12.0,16.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,59.0,23.0
2025-01-05 03:00:00+01:00,153.0,90.0,209.0,286.0,122.0,1.0,201.0,17.0,21.0,37.0,1.0,0.0,3.0,10.0,13.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,51.0,27.0
2025-01-05 04:00:00+01:00,152.0,97.0,208.0,285.0,75.0,1.0,200.0,14.0,23.0,43.0,1.0,0.0,3.0,1.0,4.0,48.0,6.0,0.0,0.0,0.0,270.0,0.0,61.0,19.0
2025-01-05 05:00:00+01:00,153.0,65.0,208.0,285.0,80.0,1.0,201.0,14.0,15.0,35.0,1.0,0.0,3.0,0.0,3.0,48.0,6.0,0.0,0.0,0.0,281.0,0.0,41.0,33.0
2025-01-05 06:00:00+01:00,154.0,79.0,208.0,288.0,52.0,1.0,200.0,15.0,16.0,25.0,1.0,0.0,3.0,0.0,3.0,48.0,6.0,0.0,0.0,0.0,283.0,0.0,34.0,54.0
2025-01-05 07:00:00+01:00,154.0,122.0,206.0,287.0,24.0,1.0,200.0,33.0,35.0,45.0,1.0,0.0,3.0,12.0,23.0,48.0,5.0,0.0,0.0,0.0,271.0,0.0,61.0,65.0
2025-01-05 08:00:00+01:00,154.0,138.0,207.0,285.0,48.0,1.0,216.0,112.0,103.0,120.0,1.0,0.0,3.0,21.0,34.0,48.0,5.0,0.0,0.0,0.0,270.0,0.0,82.0,77.0
2025-01-05 09:00:00+01:00,154.0,196.0,206.0,286.0,171.0,1.0,124.0,114.0,164.0,278.0,1.0,0.0,3.0,34.0,52.0,47.0,5.0,0.0,0.0,1.0,153.0,0.0,88.0,127.0
2025-01-05 10:00:00+01:00,154.0,187.0,207.0,286.0,248.0,1.0,77.0,101.0,180.0,274.0,1.0,0.0,3.0,52.0,67.0,47.0,5.0,2.0,0.0,4.0,0.0,0.0,103.0,137.0
2025-01-05 11:00:00+01:00,154.0,170.0,208.0,288.0,204.0,1.0,67.0,104.0,165.0,249.0,1.0,0.0,3.0,44.0,63.0,47.0,5.0,3.0,0.0,11.0,0.0,0.0,130.0,131.0
2025-01-05 12:00:00+01:00,153.0,189.0,209.0,289.0,196.0,1.0,57.0,112.0,181.0,285.0,1.0,0.0,3.0,56.0,80.0,45.0,5.0,4.0,0.0,10.0,0.0,0.0,113.0,105.0
2025-01-05 13:00:00+01:00,153.0,223.0,208.0,337.0,155.0,1.0,57.0,129.0,178.0,294.0,1.0,0.0,3.0,56.0,96.0,3.0,5.0,4.0,0.0,8.0,0.0,0.0,83.0,114.0
2025-01-05 14:00:00+01:00,145.0,195.0,210.0,301.0,166.0,1.0,59.0,141.0,180.0,279.0,1.0,0.0,3.0,73.0,120.0,0.0,6.0,4.0,0.0,5.0,0.0,0.0,73.0,111.0
2025-01-05 15:00:00+01:00,123.0,232.0,208.0,286.0,293.0,1.0,59.0,148.0,185.0,305.0,1.0,0.0,3.0,107.0,142.0,0.0,6.0,2.0,0.0,1.0,0.0,0.0,79.0,131.0
2025-01-05 16:00:00+01:00,127.0,356.0,209.0,285.0,479.0,1.0,57.0,148.0,183.0,305.0,1.0,0.0,3.0,143.0,159.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,96.0,146.0
2025-01-05 17:00:00+01:00,148.0,386.0,207.0,287.0,564.0,1.0,55.0,149.0,171.0,305.0,1.0,0.0,3.0,155.0,173.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,117.0,159.0
2025-01-05 18:00:00+01:00,154.0,386.0,208.0,286.0,586.0,1.0,55.0,149.0,171.0,305.0,1.0,0.0,3.0,156.0,175.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,139.0,159.0
2025-01-05 19:00:00+01:00,154.0,385.0,207.0,286.0,592.0,1.0,54.0,149.0,183.0,305.0,1.0,0.0,3.0,156.0,174.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,162.0,159.0
