,Amagervaerket 4,Anholt,Avedoerevaerket 1,Avedoerevaerket 2,DK_KF_AB_GU,Esbjergvaerket 3,Fynsvaerket 7,Horns Rev A,Horns Rev B,Horns Rev C,Kyndbyvaerket 21,Kyndbyvaerket 22,Nordjyllandsvaerket 3,Roedsand 1,Roedsand 2,Silkeborgvaerket,Skaerbaekvaerket 3,Solar Park Gedmosen,Solar Park Holsted,Solar Park Kassoe,Studstrupvaerket 3,Studstrupvaerket 4,Vesterhav Nord,Vesterhav Syd
,Biomass,Wind Offshore,Biomass,Biomass,Wind Offshore,Fossil Hard coal,Fossil Hard coal,Wind Offshore,Wind Offshore,Wind Offshore,Fossil Oil,Fossil Oil,Fossil Hard coal,Wind Offshore,Wind Offshore,Fossil Gas,Biomass,Solar,Solar,Solar,Biomass,Fossil Hard coal,Wind Offshore,Wind Offshore
,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated,Actual Aggregated
,45W000000000113T,45W000000000046I,45W000000000029I,45W000000000030X,45W000000000126K,45W000000000040U,45W000000000035N,45W000000000047G,45W000000000048E,45W000000000116N,45W000000000026O,45W000000000027M,45W000000000038H,45W000000000044M,45W000000000045K,45W000000000099Y,45W000000000031V,45W000000000210V,45W000000000214N,45W000000000209G,45W000000000036L,45W000000000037J,45W000000000208I,45W000000000207K
2025-05-05 07:30:00+02:00,150.0,1.0,187.0,3.0,7.0,0.0,0.0,43.0,0.0,61.0,0.0,0.0,3.0,7.0,11.0,0.0,5.0,32.0,25.0,19.0,325.0,0.0,2.0,3.0
2025-05-05 07:45:00+02:00,150.0,0.0,187.0,3.0,7.0,0.0,0.0,35.0,13.0,49.0,0.0,0.0,3.0,5.0,9.0,0.0,5.0,43.0,34.0,22.0,312.0,0.0,1.0,1.0
2025-05-05 08:00:00+02:00,150.0,1.0,187.0,3.0,7.0,0.0,0.0,29.0,22.0,41.0,0.0,0.0,3.0,3.0,8.0,0.0,4.0,53.0,43.0,43.0,319.0,0.0,2.0,0.0
2025-05-05 08:15:00+02:00,150.0,3.0,190.0,3.0,7.0,0.0,0.0,25.0,17.0,35.0,0.0,0.0,3.0,3.0,6.0,0.0,4.0,64.0,52.0,97.0,312.0,0.0,2.0,1.0
2025-05-05 08:30:00+02:00,150.0,8.0,190.0,3.0,5.0,0.0,0.0,22.0,14.0,27.0,0.0,0.0,3.0,6.0,5.0,0.0,4.0,74.0,61.0,112.0,310.0,0.0,2.0,2.0
2025-05-05 08:45:00+02:00,151.0,11.0,173.0,3.0,2.0,0.0,0.0,21.0,12.0,24.0,0.0,0.0,3.0,9.0,6.0,0.0,4.0,84.0,71.0,130.0,282.0,0.0,2.0,2.0
2025-05-05 09:00:00+02:00,150.0,13.0,195.0,3.0,3.0,0.0,0.0,20.0,10.0,19.0,0.0,0.0,3.0,9.0,10.0,0.0,4.0,94.0,79.0,145.0,247.0,0.0,2.0,3.0
2025-05-05 09:15:00+02:00,150.0,20.0,196.0,3.0,4.0,0.0,0.0,19.0,10.0,13.0,0.0,0.0,3.0,7.0,14.0,0.0,4.0,104.0,87.0,126.0,256.0,0.0,2.0,3.0
2025-05-05 09:30:00+02:00,149.0,28.0,175.0,3.0,4.0,0.0,0.0,16.0,8.0,4.0,0.0,0.0,3.0,3.0,13.0,0.0,4.0,112.0,95.0,91.0,224.0,0.0,2.0,3.0
2025-05-05 09:45:00+02:00,136.0,34.0,162.0,3.0,4.0,0.0,0.0,12.0,6.0,1.0,0.0,0.0,3.0,0.0,12.0,0.0,4.0,122.0,102.0,142.0,252.0,0.0,1.0,3.0
2025-05-05 10:00:00+02:00,123.0,39.0,149.0,3.0,4.0,0.0,0.0,9.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,128.0,109.0,87.0,287.0,0.0,5.0,3.0
2025-05-05 10:15:00+02:00,121.0,40.0,137.0,3.0,4.0,0.0,0.0,6.0,4.0,2.0,0.0,0.0,3.0,1.0,2.0,0.0,4.0,138.0,110.0,126.0,272.0,0.0,7.0,3.0
2025-05-05 10:30:00+02:00,113.0,41.0,139.0,3.0,4.0,0.0,0.0,4.0,2.0,3.0,0.0,0.0,3.0,3.0,2.0,0.0,4.0,145.0,121.0,187.0,270.0,0.0,12.0,2.0
2025-05-05 10:45:00+02:00,102.0,42.0,134.0,3.0,4.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0,4.0,0.0,0.0,4.0,152.0,126.0,231.0,191.0,0.0,14.0,3.0
2025-05-05 11:00:00+02:00,90.0,46.0,106.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0,2.0,0.0,0.0,4.0,155.0,129.0,229.0,135.0,0.0,18.0,2.0
2025-05-05 11:15:00+02:00,98.0,45.0,91.0,3.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,158.0,133.0,231.0,121.0,0.0,23.0,1.0
2025-05-05 11:30:00+02:00,91.0,35.0,92.0,3.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,158.0,136.0,231.0,120.0,0.0,29.0,3.0
2025-05-05 11:45:00+02:00,83.0,27.0,91.0,3.0,4.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,141.0,231.0,119.0,0.0,35.0,4.0
2025-05-05 12:00:00+02:00,77.0,23.0,94.0,3.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,158.0,141.0,231.0,119.0,0.0,42.0,6.0
2025-05-05 12:15:00+02:00,81.0,20.0,94.0,3.0,4.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,141.0,231.0,118.0,0.0,52.0,10.0
2025-05-05 12:30:00+02:00,80.0,16.0,95.0,3.0,4.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,158.0,131.0,229.0,118.0,0.0,49.0,12.0
2025-05-05 12:45:00+02:00,79.0,8.0,97.0,3.0,4.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,125.0,214.0,119.0,1.0,44.0,13.0
2025-05-05 13:00:00+02:00,79.0,2.0,97.0,3.0,4.0,0.0,0.0,6.0,4.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,141.0,167.0,125.0,1.0,43.0,15.0
2025-05-05 13:15:00+02:00,80.0,2.0,99.0,3.0,4.0,0.0,0.0,9.0,5.0,7.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,115.0,183.0,126.0,1.0,43.0,20.0
2025-05-05 13:30:00+02:00,73.0,3.0,101.0,3.0,4.0,0.0,0.0,10.0,4.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,141.0,201.0,134.0,1.0,45.0,23.0
2025-05-05 13:45:00+02:00,71.0,3.0,100.0,3.0,4.0,0.0,0.0,11.0,4.0,10.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,141.0,193.0,140.0,1.0,46.0,24.0
2025-05-05 14:00:00+02:00,93.0,3.0,100.0,3.0,4.0,0.0,0.0,12.0,11.0,30.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,158.0,124.0,221.0,133.0,1.0,48.0,29.0
2025-05-05 14:15:00+02:00,98.0,3.0,102.0,3.0,4.0,0.0,0.0,11.0,14.0,44.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,151.0,140.0,191.0,123.0,1.0,52.0,36.0
2025-05-05 14:30:00+02:00,89.0,1.0,104.0,3.0,4.0,0.0,0.0,14.0,20.0,54.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,143.0,141.0,89.0,146.0,1.0,61.0,35.0
2025-05-05 14:45:00+02:00,97.0,1.0,104.0,3.0,4.0,0.0,0.0,15.0,26.0,63.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,119.0,123.0,141.0,134.0,1.0,70.0,34.0
2025-05-05 15:00:00+02:00,111.0,2.0,108.0,3.0,1.0,0.0,0.0,16.0,30.0,68.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,153.0,141.0,195.0,142.0,1.0,78.0,31.0
2025-05-05 15:15:00+02:00,123.0,15.0,123.0,3.0,4.0,0.0,0.0,17.0,35.0,65.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,156.0,140.0,204.0,181.0,1.0,87.0,35.0
2025-05-05 15:30:00+02:00,116.0,30.0,110.0,3.0,10.0,0.0,0.0,17.0,37.0,60.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,152.0,132.0,216.0,147.0,1.0,91.0,40.0
2025-05-05 15:45:00+02:00,120.0,35.0,115.0,3.0,14.0,0.0,0.0,19.0,33.0,53.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,120.0,96.0,169.0,141.0,1.0,99.0,49.0
2025-05-05 16:00:00+02:00,132.0,47.0,99.0,3.0,22.0,0.0,0.0,15.0,23.0,51.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,123.0,120.0,194.0,144.0,1.0,110.0,52.0
2025-05-05 16:15:00+02:00,139.0,64.0,95.0,3.0,29.0,0.0,0.0,13.0,23.0,63.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,124.0,114.0,154.0,202.0,1.0,119.0,54.0
2025-05-05 16:30:00+02:00,147.0,69.0,97.0,3.0,38.0,0.0,0.0,12.0,34.0,80.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,130.0,108.0,115.0,199.0,1.0,125.0,58.0
2025-05-05 16:45:00+02:00,150.0,62.0,100.0,3.0,40.0,0.0,0.0,13.0,49.0,98.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,120.0,100.0,84.0,196.0,1.0,144.0,67.0
2025-05-05 17:00:00+02:00,150.0,49.0,103.0,3.0,14.0,0.0,0.0,16.0,55.0,110.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,114.0,94.0,139.0,219.0,1.0,151.0,80.0
2025-05-05 17:15:00+02:00,150.0,67.0,93.0,3.0,43.0,0.0,0.0,21.0,63.0,129.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,100.0,88.0,123.0,254.0,1.0,156.0,92.0
2025-05-05 17:30:00+02:00,151.0,137.0,109.0,3.0,96.0,0.0,0.0,27.0,69.0,146.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,80.0,70.0,119.0,262.0,1.0,154.0,99.0
2025-05-05 17:45:00+02:00,151.0,220.0,106.0,3.0,33.0,0.0,0.0,34.0,74.0,151.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,81.0,67.0,106.0,235.0,1.0,158.0,117.0
2025-05-05 18:00:00+02:00,151.0,253.0,127.0,3.0,55.0,0.0,0.0,37.0,75.0,166.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,69.0,61.0,80.0,177.0,1.0,167.0,119.0
2025-05-05 18:15:00+02:00,151.0,294.0,131.0,3.0,103.0,0.0,0.0,39.0,88.0,185.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,62.0,52.0,69.0,146.0,1.0,173.0,122.0
2025-05-05 18:30:00+02:00,151.0,337.0,134.0,3.0,66.0,0.0,0.0,46.0,102.0,208.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,45.0,43.0,49.0,144.0,1.0,174.0,125.0
2025-05-05 18:45:00+02:00,151.0,352.0,154.0,3.0,143.0,0.0,0.0,53.0,118.0,250.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,36.0,33.0,41.0,139.0,1.0,171.0,133.0
2025-05-05 19:00:00+02:00,150.0,374.0,146.0,3.0,164.0,0.0,0.0,58.0,126.0,265.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,25.0,25.0,27.0,142.0,1.0,171.0,142.0
2025-05-05 19:15:00+02:00,150.0,391.0,161.0,3.0,188.0,0.0,0.0,69.0,133.0,258.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,18.0,17.0,11.0,151.0,1.0,174.0,143.0
2025-05-05 19:30:00+02:00,151.0,397.0,162.0,3.0,199.0,0.0,0.0,74.0,138.0,263.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,12.0,12.0,1.0,196.0,1.0,175.0,141.0
2025-05-05 19:45:00+02:00,151.0,399.0,195.0,3.0,210.0,0.0,0.0,78.0,139.0,266.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,7.0,0.0,205.0,1.0,176.0,114.0
2025-05-05 20:00:00+02:00,150.0,400.0,197.0,3.0,234.0,0.0,0.0,95.0,154.0,254.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,5.0,5.0,0.0,278.0,1.0,176.0,113.0
2025-05-05 20:15:00+02:00,150.0,400.0,206.0,3.0,257.0,0.0,0.0,86.0,131.0,242.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,4.0,3.0,0.0,311.0,1.0,176.0,122.0
2025-05-05 20:30:00+02:00,150.0,400.0,203.0,3.0,273.0,0.0,0.0,81.0,118.0,210.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,298.0,1.0,176.0,128.0
2025-05-05 20:45:00+02:00,150.0,400.0,199.0,3.0,299.0,0.0,0.0,62.0,112.0,185.0,0.0,0.0,3.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,284.0,1.0,176.0,142.0
2025-05-05 21:00:00+02:00,150.0,400.0,199.0,3.0,322.0,0.0,0.0,57.0,107.0,196.0,0.0,0.0,3.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,303.0,1.0,176.0,150.0
2025-05-05 21:15:00+02:00,149.0,393.0,193.0,3.0,323.0,0.0,0.0,55.0,102.0,199.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,2.0,3.0,1.0,309.0,1.0,173.0,144.0
2025-05-05 21:30:00+02:00,150.0,400.0,193.0,3.0,359.0,0.0,0.0,61.0,94.0,223.0,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,175.0,155.0
2025-05-05 21:45:00+02:00,143.0,400.0,160.0,3.0,393.0,0.0,0.0,53.0,101.0,271.0,0.0,0.0,3.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,314.0,1.0,176.0,163.0
2025-05-05 22:00:00+02:00,147.0,400.0,115.0,3.0,422.0,0.0,0.0,49.0,131.0,306.0,0.0,0.0,3.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,307.0,1.0,176.0,163.0
2025-05-05 22:15:00+02:00,149.0,393.0,98.0,3.0,452.0,0.0,0.0,50.0,157.0,262.0,0.0,0.0,3.0,10.0,12.0,0.0,0.0,0.0,0.0,0.0,318.0,1.0,175.0,154.0
2025-05-05 22:30:00+02:00,149.0,388.0,101.0,3.0,442.0,0.0,0.0,63.0,152.0,275.0,0.0,0.0,3.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,332.0,1.0,175.0,152.0
2025-05-05 22:45:00+02:00,137.0,388.0,99.0,3.0,417.0,0.0,0.0,86.0,153.0,289.0,0.0,0.0,3.0,17.0,12.0,0.0,0.0,0.0,0.0,0.0,308.0,0.0,176.0,155.0
2025-05-05 23:00:00+02:00,143.0,387.0,99.0,3.0,414.0,0.0,0.0,74.0,139.0,274.0,0.0,0.0,3.0,18.0,13.0,0.0,0.0,0.0,0.0,0.0,231.0,0.0,176.0,157.0
2025-05-05 23:15:00+02:00,150.0,384.0,70.0,3.0,412.0,0.0,0.0,86.0,122.0,313.0,0.0,0.0,3.0,19.0,15.0,0.0,0.0,0.0,0.0,0.0,222.0,1.0,176.0,155.0
2025-05-05 23:30:00+02:00,149.0,383.0,44.0,3.0,416.0,0.0,0.0,67.0,144.0,323.0,0.0,0.0,3.0,20.0,17.0,0.0,0.0,0.0,0.0,0.0,274.0,1.0,176.0,154.0
2025-05-05 23:45:00+02:00,148.0,384.0,13.0,3.0,398.0,0.0,0.0,72.0,150.0,306.0,0.0,0.0,3.0,21.0,18.0,0.0,0.0,0.0,0.0,0.0,239.0,1.0,176.0,153.0
2025-05-06 00:00:00+02:00,128.0,390.0,0.0,3.0,420.0,0.0,0.0,80.0,170.0,346.0,0.0,0.0,3.0,22.0,20.0,0.0,0.0,0.0,0.0,0.0,212.0,1.0,176.0,154.0
2025-05-06 00:15:00+02:00,99.0,395.0,0.0,3.0,439.0,0.0,0.0,84.0,180.0,368.0,0.0,0.0,3.0,26.0,22.0,0.0,0.0,0.0,0.0,0.0,154.0,0.0,176.0,150.0
2025-05-06 00:30:00+02:00,69.0,397.0,0.0,3.0,462.0,0.0,0.0,94.0,173.0,376.0,0.0,0.0,3.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,201.0,1.0,176.0,155.0
2025-05-06 00:45:00+02:00,39.0,398.0,0.0,3.0,495.0,0.0,0.0,105.0,187.0,371.0,0.0,0.0,3.0,38.0,24.0,0.0,0.0,0.0,0.0,0.0,259.0,1.0,176.0,156.0
2025-05-06 01:00:00+02:00,16.0,398.0,0.0,3.0,497.0,0.0,0.0,93.0,184.0,373.0,0.0,0.0,3.0,42.0,35.0,0.0,0.0,0.0,0.0,0.0,298.0,1.0,176.0,157.0
2025-05-06 01:15:00+02:00,14.0,399.0,0.0,3.0,497.0,0.0,0.0,105.0,169.0,381.0,0.0,0.0,3.0,47.0,41.0,0.0,0.0,0.0,0.0,0.0,279.0,0.0,176.0,158.0
2025-05-06 01:30:00+02:00,14.0,399.0,0.0,3.0,357.0,0.0,0.0,124.0,180.0,383.0,0.0,0.0,3.0,49.0,44.0,0.0,0.0,0.0,0.0,0.0,277.0,0.0,176.0,158.0
2025-05-06 01:45:00+02:00,15.0,398.0,0.0,3.0,382.0,0.0,0.0,122.0,170.0,386.0,0.0,0.0,3.0,57.0,44.0,0.0,0.0,0.0,0.0,0.0,280.0,1.0,176.0,158.0
2025-05-06 02:00:00+02:00,16.0,397.0,0.0,3.0,340.0,0.0,0.0,93.0,192.0,383.0,0.0,0.0,3.0,60.0,44.0,0.0,0.0,0.0,0.0,0.0,216.0,1.0,176.0,158.0
2025-05-06 02:15:00+02:00,16.0,395.0,0.0,3.0,436.0,0.0,0.0,100.0,193.0,390.0,0.0,0.0,3.0,52.0,40.0,0.0,0.0,0.0,0.0,0.0,188.0,1.0,176.0,158.0
2025-05-06 02:30:00+02:00,16.0,391.0,0.0,3.0,410.0,0.0,0.0,142.0,191.0,391.0,0.0,0.0,3.0,50.0,29.0,0.0,0.0,0.0,0.0,0.0,217.0,1.0,176.0,158.0
2025-05-06 02:45:00+02:00,16.0,386.0,0.0,3.0,344.0,0.0,0.0,144.0,192.0,391.0,0.0,0.0,3.0,44.0,24.0,0.0,0.0,0.0,0.0,0.0,246.0,1.0,176.0,158.0
2025-05-06 03:00:00+02:00,16.0,377.0,0.0,3.0,332.0,0.0,0.0,142.0,195.0,395.0,0.0,0.0,3.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,234.0,1.0,176.0,158.0
2025-05-06 03:15:00+02:00,17.0,367.0,0.0,3.0,336.0,0.0,0.0,140.0,196.0,396.0,0.0,0.0,3.0,17.0,28.0,0.0,0.0,0.0,0.0,0.0,235.0,1.0,176.0,158.0
2025-05-06 03:30:00+02:00,39.0,357.0,0.0,3.0,332.0,0.0,0.0,142.0,196.0,396.0,0.0,0.0,3.0,24.0,38.0,0.0,0.0,0.0,0.0,0.0,231.0,1.0,176.0,158.0
2025-05-06 03:45:00+02:00,69.0,344.0,0.0,3.0,310.0,0.0,0.0,139.0,197.0,396.0,0.0,0.0,3.0,35.0,44.0,0.0,0.0,0.0,0.0,0.0,229.0,1.0,176.0,158.0
2025-05-06 04:00:00+02:00,81.0,337.0,0.0,3.0,288.0,0.0,0.0,145.0,197.0,396.0,0.0,0.0,3.0,39.0,50.0,0.0,0.0,0.0,0.0,0.0,233.0,1.0,176.0,158.0
2025-05-06 04:15:00+02:00,72.0,328.0,0.0,3.0,265.0,0.0,0.0,147.0,197.0,396.0,0.0,0.0,3.0,41.0,57.0,0.0,0.0,0.0,0.0,0.0,221.0,1.0,176.0,158.0
2025-05-06 04:30:00+02:00,86.0,322.0,0.0,3.0,281.0,0.0,0.0,146.0,197.0,396.0,0.0,0.0,3.0,48.0,62.0,0.0,0.0,0.0,0.0,0.0,222.0,1.0,176.0,158.0
2025-05-06 04:45:00+02:00,118.0,298.0,0.0,3.0,257.0,0.0,0.0,147.0,197.0,396.0,0.0,0.0,3.0,60.0,62.0,0.0,0.0,0.0,0.0,0.0,244.0,1.0,176.0,158.0
2025-05-06 05:00:00+02:00,130.0,272.0,0.0,3.0,236.0,0.0,0.0,146.0,197.0,396.0,0.0,0.0,3.0,73.0,58.0,0.0,0.0,0.0,0.0,0.0,269.0,1.0,176.0,158.0
2025-05-06 05:15:00+02:00,130.0,231.0,0.0,3.0,238.0,0.0,0.0,145.0,197.0,396.0,0.0,0.0,3.0,60.0,67.0,0.0,0.0,0.0,0.0,0.0,285.0,1.0,176.0,158.0
2025-05-06 05:30:00+02:00,130.0,197.0,0.0,3.0,206.0,0.0,0.0,147.0,197.0,396.0,0.0,0.0,3.0,57.0,71.0,0.0,0.0,3.0,0.0,0.0,293.0,1.0,176.0,158.0
2025-05-06 05:45:00+02:00,130.0,158.0,0.0,3.0,202.0,0.0,0.0,147.0,195.0,396.0,0.0,0.0,3.0,62.0,82.0,0.0,0.0,4.0,1.0,0.0,301.0,1.0,176.0,158.0
2025-05-06 06:00:00+02:00,126.0,122.0,0.0,3.0,87.0,0.0,0.0,147.0,195.0,396.0,0.0,0.0,3.0,73.0,80.0,0.0,0.0,5.0,2.0,0.0,284.0,1.0,176.0,158.0
2025-05-06 06:15:00+02:00,126.0,138.0,0.0,3.0,241.0,0.0,0.0,150.0,196.0,396.0,0.0,0.0,3.0,70.0,74.0,0.0,0.0,6.0,4.0,0.0,287.0,1.0,176.0,153.0
2025-05-06 06:30:00+02:00,126.0,178.0,0.0,3.0,209.0,0.0,0.0,150.0,197.0,396.0,0.0,0.0,3.0,70.0,72.0,0.0,0.0,8.0,6.0,0.0,234.0,1.0,175.0,136.0
2025-05-06 06:45:00+02:00,133.0,240.0,0.0,3.0,233.0,0.0,0.0,150.0,197.0,396.0,0.0,0.0,3.0,66.0,79.0,0.0,0.0,11.0,8.0,0.0,180.0,1.0,173.0,75.0
2025-05-06 07:00:00+02:00,134.0,309.0,0.0,3.0,207.0,0.0,0.0,150.0,197.0,396.0,0.0,0.0,3.0,62.0,74.0,0.0,0.0,16.0,12.0,3.0,169.0,1.0,171.0,9.0
2025-05-06 07:15:00+02:00,129.0,353.0,0.0,3.0,190.0,0.0,0.0,150.0,197.0,395.0,0.0,0.0,3.0,66.0,69.0,0.0,0.0,24.0,17.0,8.0,158.0,1.0,167.0,0.0
2025-05-06 07:30:00+02:00,129.0,357.0,0.0,3.0,184.0,0.0,0.0,148.0,197.0,395.0,0.0,0.0,3.0,57.0,68.0,0.0,0.0,32.0,24.0,26.0,145.0,0.0,159.0,0.0
2025-05-06 07:45:00+02:00,130.0,361.0,0.0,3.0,169.0,0.0,0.0,149.0,197.0,389.0,0.0,0.0,3.0,47.0,54.0,0.0,0.0,42.0,32.0,43.0,65.0,1.0,138.0,0.0
2025-05-06 08:00:00+02:00,132.0,356.0,0.0,3.0,149.0,0.0,0.0,151.0,197.0,387.0,0.0,0.0,3.0,41.0,59.0,0.0,0.0,52.0,41.0,44.0,0.0,1.0,97.0,0.0
2025-05-06 08:15:00+02:00,142.0,341.0,0.0,3.0,156.0,0.0,0.0,152.0,197.0,389.0,0.0,0.0,3.0,40.0,62.0,0.0,0.0,63.0,50.0,43.0,0.0,0.0,64.0,0.0
2025-05-06 08:30:00+02:00,145.0,326.0,0.0,3.0,142.0,0.0,0.0,149.0,197.0,392.0,0.0,0.0,3.0,45.0,58.0,0.0,0.0,74.0,59.0,60.0,0.0,1.0,45.0,0.0
2025-05-06 08:45:00+02:00,146.0,291.0,0.0,3.0,124.0,0.0,0.0,143.0,197.0,392.0,0.0,0.0,3.0,43.0,53.0,0.0,0.0,85.0,68.0,93.0,0.0,1.0,40.0,0.0
2025-05-06 09:00:00+02:00,145.0,270.0,0.0,3.0,156.0,0.0,0.0,143.0,195.0,392.0,0.0,0.0,3.0,34.0,50.0,0.0,0.0,96.0,77.0,120.0,0.0,1.0,31.0,0.0
2025-05-06 09:15:00+02:00,141.0,261.0,0.0,3.0,156.0,0.0,0.0,145.0,194.0,389.0,0.0,0.0,3.0,19.0,31.0,0.0,0.0,104.0,85.0,137.0,0.0,1.0,34.0,0.0
2025-05-06 09:30:00+02:00,141.0,291.0,0.0,3.0,146.0,0.0,0.0,141.0,194.0,382.0,0.0,0.0,3.0,13.0,16.0,0.0,0.0,114.0,92.0,152.0,0.0,1.0,32.0,0.0
2025-05-06 09:45:00+02:00,141.0,305.0,0.0,3.0,134.0,0.0,0.0,136.0,193.0,375.0,0.0,0.0,3.0,11.0,11.0,0.0,0.0,120.0,101.0,160.0,0.0,1.0,22.0,0.0
2025-05-06 10:00:00+02:00,141.0,265.0,0.0,3.0,131.0,0.0,0.0,123.0,185.0,353.0,0.0,0.0,3.0,10.0,11.0,0.0,0.0,132.0,107.0,178.0,0.0,1.0,12.0,0.0
2025-05-06 10:15:00+02:00,141.0,208.0,0.0,3.0,122.0,0.0,0.0,111.0,174.0,329.0,0.0,0.0,3.0,9.0,9.0,0.0,0.0,140.0,113.0,188.0,0.0,1.0,7.0,0.0
2025-05-06 10:30:00+02:00,141.0,161.0,0.0,3.0,112.0,0.0,0.0,102.0,175.0,315.0,0.0,0.0,3.0,9.0,14.0,0.0,0.0,146.0,119.0,195.0,0.0,1.0,4.0,0.0
2025-05-06 10:45:00+02:00,141.0,136.0,0.0,3.0,93.0,0.0,0.0,94.0,171.0,310.0,0.0,0.0,3.0,10.0,15.0,0.0,0.0,151.0,122.0,210.0,0.0,1.0,3.0,0.0
2025-05-06 11:00:00+02:00,141.0,145.0,0.0,3.0,90.0,0.0,0.0,84.0,153.0,294.0,0.0,0.0,3.0,13.0,12.0,0.0,0.0,157.0,125.0,216.0,0.0,1.0,4.0,0.0
2025-05-06 11:15:00+02:00,141.0,168.0,0.0,3.0,97.0,0.0,0.0,80.0,131.0,267.0,0.0,0.0,3.0,13.0,12.0,0.0,0.0,158.0,128.0,217.0,0.0,1.0,4.0,0.0
2025-05-06 11:30:00+02:00,141.0,158.0,0.0,3.0,90.0,0.0,0.0,69.0,123.0,232.0,0.0,0.0,3.0,13.0,18.0,0.0,0.0,158.0,125.0,213.0,0.0,1.0,4.0,0.0
2025-05-06 11:45:00+02:00,138.0,148.0,0.0,4.0,87.0,0.0,0.0,68.0,105.0,189.0,0.0,0.0,3.0,18.0,25.0,0.0,0.0,158.0,135.0,218.0,0.0,1.0,4.0,0.0
2025-05-06 12:00:00+02:00,126.0,142.0,0.0,4.0,65.0,0.0,0.0,63.0,99.0,176.0,0.0,0.0,3.0,23.0,41.0,0.0,0.0,158.0,115.0,207.0,0.0,1.0,7.0,0.0
2025-05-06 12:15:00+02:00,124.0,132.0,0.0,4.0,49.0,0.0,0.0,58.0,102.0,178.0,0.0,0.0,3.0,23.0,47.0,0.0,0.0,158.0,110.0,188.0,0.0,1.0,8.0,0.0
